22, False, 1.077061
22, True, 1.076960
11, False, 1.017676
11, True, 1.017648
30, False, 1.114937
30, True, 1.114783
32, False, 1.124195
11, False, 1.017676
8, False, 1.003050
8, True, 1.003035
11, True, 1.017648
32, True, 1.124028
3, False, 0.988061
3, True, 0.988057
14, False, 1.033835
14, True, 1.033789
23, False, 1.081172
24, False, 1.086220
9, False, 1.007167
9, True, 1.007149
23, True, 1.081063
24, True, 1.086106
17, False, 1.050365
11, False, 1.017676
27, False, 1.100802
11, True, 1.017648
17, True, 1.050298
27, True, 1.100669
18, False, 1.055510
13, False, 1.027808
18, True, 1.055437
13, True, 1.027769
20, False, 1.066533
20, True, 1.066447
28, False, 1.105339
32, False, 1.124195
20, False, 1.066533
28, True, 1.105199
20, True, 1.066447
32, True, 1.124028
18, False, 1.055510
18, True, 1.055437
21, False, 1.071632
34, False, 1.132314
31, False, 1.119498
4, False, 0.989881
4, True, 0.989878
10, False, 1.012727
21, True, 1.071538
31, True, 1.119338
10, True, 1.012703
34, True, 1.132134
21, False, 1.071632
20, False, 1.066533
20, False, 1.066533
13, False, 1.027808
21, True, 1.071538
20, True, 1.066447
20, True, 1.066447
13, True, 1.027769
