50, 0.196500, 1.382053
17, 0.162500, 1.048601
12, 0.089000, 1.012161
42, 0.119500, 1.127787
86, 0.094000, 1.162838
79, 0.193500, nan
92, 0.011500, 1.051295
56, 0.124000, 1.162426
64, 0.198500, 1.583959
23, 0.198500, 1.119999
46, 0.142500, 1.165649
85, 0.128000, 1.202868
62, 0.009500, 1.032580
67, 0.192000, 1.566633
43, 0.126500, 1.136470
61, 0.011000, 1.033251
11, 0.056000, 1.002694
71, 0.182000, 1.454957
76, 0.076000, 1.170956
43, 0.174500, 1.217448
32, 0.065500, 1.075616
75, 0.100000, 1.156533
95, 0.193000, nan
16, 0.149500, 1.042730
20, 0.091500, 1.042954
53, 0.163000, 1.212222
52, 0.050000, 1.090690
34, 0.182000, 1.177383
28, 0.145000, 1.094453
76, 0.101000, 1.170209
14, 0.194500, 1.044399
85, 0.025000, 1.057455
4, 0.145500, 1.002156
53, 0.018500, 1.026308
79, 0.009500, 1.043820
90, 0.071000, 1.201871
84, 0.092000, 1.158192
44, 0.176000, 1.226314
20, 0.097500, 1.044899
61, 0.119500, 1.165571
22, 0.190000, 1.098620
92, 0.021500, 1.057706
60, 0.196000, 1.470369
98, 0.116500, 1.217962
30, 0.158500, 1.117298
56, 0.172000, 1.226842
58, 0.175000, 1.265860
61, 0.119000, 1.166178
35, 0.062000, 1.082402
65, 0.103500, 1.156391
67, 0.041500, 1.083824
56, 0.085500, 1.150075
46, 0.132500, 1.152627
87, 0.007500, 1.051356
85, 0.020000, 1.050366
9, 0.024500, 1.001508
95, 0.013000, 1.053402
54, 0.044500, 1.068800
54, 0.170000, 1.243876
37, 0.183500, 1.208583
25, 0.048000, 1.017752
70, 0.056500, 1.225321
25, 0.017000, 1.008883
17, 0.161500, 1.047999
49, 0.145000, 1.175458
88, 0.103000, 1.207704
86, 0.123500, 1.205220
44, 0.084500, 1.135110
39, 0.078000, 1.122803
72, 0.123000, 1.203639
21, 0.020000, 1.007995
88, 0.181500, nan
79, 0.180500, nan
48, 0.121500, 1.146067
62, 0.162000, 1.266138
54, 0.132500, 1.170555
91, 0.009500, 1.052340
36, 0.147000, 1.136450
20, 0.077500, 1.034469
15, 0.013000, 1.005171
43, 0.113500, 1.126181
6, 0.114500, 1.002533
98, 0.083500, 1.177372
60, 0.176500, 1.374908
61, 0.039500, 1.064630
97, 0.007000, 1.058474
51, 0.129500, 1.158256
64, 0.143000, 1.207124
66, 0.112500, 1.163668
64, 0.068500, 1.237134
52, 0.181000, 1.259335
12, 0.175500, 1.029641
92, 0.130000, 1.259265
15, 0.016500, 1.004845
58, 0.025500, 1.034380
93, 0.001000, 1.057289
46, 0.112000, 1.135047
31, 0.101000, 1.088191
42, 0.056000, 1.085992
74, 0.079000, 1.171291
68, 0.148500, 1.259606
6, 0.165000, 1.006151
4, 0.014000, 0.999000
92, 0.121500, 1.214727
45, 0.107000, 1.129459
26, 0.194000, 1.139434
90, 0.095500, 1.169358
5, 0.143500, 1.003438
77, 0.055500, 1.240858
82, 0.060000, 1.362025
30, 0.162500, 1.122031
83, 0.016500, 1.047141
59, 0.021000, 1.032939
43, 0.081000, 1.134094
26, 0.089500, 1.068802
57, 0.049500, 1.102946
13, 0.184500, 1.036057
97, 0.069000, 1.206809
28, 0.178500, 1.130288
69, 0.032000, 1.055231
81, 0.069000, 1.235866
70, 0.095000, 1.143293
96, 0.077500, 1.159757
55, 0.010500, 1.029972
78, 0.063000, 1.355975
26, 0.004000, 1.012958
67, 0.147500, 1.203438
43, 0.041000, 1.037978
44, 0.106500, 1.128648
82, 0.058500, 1.330071
53, 0.080000, 1.161100
68, 0.090000, 1.147380
33, 0.187500, 1.194291
6, 0.006500, 1.000040
22, 0.156000, 1.071993
60, 0.028000, 1.037892
73, 0.060000, 1.298237
64, 0.019500, 1.035540
71, 0.191500, 1.574648
61, 0.090500, 1.152365
34, 0.018500, 1.015358
34, 0.170500, 1.155713
54, 0.198000, 1.470877
16, 0.137500, 1.039234
68, 0.016000, 1.036860
86, 0.137500, 1.293922
96, 0.109000, 1.185865
56, 0.050500, 1.105069
57, 0.020000, 1.030589
51, 0.136500, 1.164831
98, 0.109500, 1.202789
9, 0.043000, 1.000985
14, 0.149000, 1.032408
17, 0.019500, 1.005228
64, 0.083000, 1.163265
39, 0.030500, 1.021206
12, 0.049500, 1.003361
41, 0.105000, 1.118240
90, 0.136500, 1.240018
87, 0.067000, 1.270710
15, 0.086500, 1.020042
7, 0.133500, 1.006293
96, 0.056500, 1.343567
55, 0.193500, 1.407849
50, 0.093000, 1.138118
59, 0.097500, 1.151734
79, 0.064000, 1.343092
34, 0.161000, 1.139831
95, 0.074500, 1.171213
63, 0.065000, 1.259272
39, 0.032500, 1.022399
41, 0.004500, 1.021364
9, 0.038500, 1.001268
62, 0.105000, 1.143818
71, 0.121500, 1.174542
15, 0.160000, 1.040173
57, 0.018000, 1.030838
37, 0.191000, 1.228993
91, 0.126000, 1.267407
73, 0.159000, 1.280361
91, 0.123500, 1.231787
91, 0.193500, nan
73, 0.101500, 1.167566
48, 0.038500, 1.040506
55, 0.001500, 1.032630
19, 0.090500, 1.037281
49, 0.093000, 1.135672
62, 0.070000, 1.221333
67, 0.019500, 1.037190
24, 0.107000, 1.062800
79, 0.111500, 1.196472
74, 0.013500, 1.040672
66, 0.062000, 1.278940
33, 0.116000, 1.101052
99, 0.070000, 1.176881
3, 0.148500, 1.001662
76, 0.118000, 1.196801
44, 0.184000, 1.240930
18, 0.121500, 1.041697
52, 0.107500, 1.145073
11, 0.116500, 1.013558
39, 0.096000, 1.113035
70, 0.167000, 1.480933
21, 0.128500, 1.058147
56, 0.054000, 1.133516
36, 0.082000, 1.113416
67, 0.093000, 1.153443
13, 0.037500, 1.003475
87, 0.154500, 1.337998
92, 0.145500, 1.450446
98, 0.198000, nan
28, 0.097500, 1.077593
50, 0.094500, 1.137584
9, 0.173000, 1.016114
23, 0.089500, 1.055895
59, 0.061500, 1.227805
12, 0.179500, 1.030488
77, 0.133000, 1.208842
7, 0.149500, 1.007731
64, 0.138000, 1.196603
33, 0.016000, 1.014561
92, 0.005000, 1.053631
20, 0.144500, 1.058505
20, 0.194000, 1.088705
55, 0.032000, 1.039172
28, 0.119000, 1.081214
93, 0.041500, 1.134786
72, 0.064000, 1.310097
6, 0.020000, 0.999591
74, 0.199500, nan
78, 0.058500, 1.306147
20, 0.017500, 1.007895
44, 0.003000, 1.024771
97, 0.182000, nan
9, 0.153500, 1.013615
94, 0.170000, nan
40, 0.125000, 1.125186
87, 0.076000, 1.178785
46, 0.001000, 1.026310
25, 0.003000, 1.010735
99, 0.112000, 1.250796
10, 0.133000, 1.013955
72, 0.181500, 1.521438
92, 0.059000, 1.380472
83, 0.131000, 1.207926
90, 0.050500, 1.205457
60, 0.039500, 1.062188
92, 0.193000, nan
97, 0.047000, 1.190307
71, 0.181000, 1.454248
52, 0.070500, 1.189222
36, 0.091500, 1.109346
20, 0.107500, 1.047814
43, 0.054500, 1.086359
56, 0.186000, 1.312748
87, 0.072500, 1.197223
41, 0.093000, 1.119566
8, 0.063000, 1.001835
87, 0.103000, 1.172230
46, 0.043000, 1.047274
24, 0.123000, 1.067066
11, 0.137000, 1.016798
47, 0.018500, 1.022982
8, 0.015000, 1.001582
65, 0.187000, 1.532710
53, 0.024000, 1.028334
82, 0.132000, 1.341592
52, 0.131500, 1.168717
7, 0.198000, 1.012386
97, 0.055000, 1.306751
19, 0.150500, 1.056389
56, 0.046000, 1.078977
31, 0.088500, 1.088848
17, 0.059000, 1.011664
34, 0.153000, 1.130082
4, 0.158000, 1.003000
66, 0.140000, 1.200283
36, 0.035500, 1.021712
26, 0.056500, 1.031773
34, 0.116500, 1.102255
13, 0.181500, 1.035355
78, 0.133500, 1.224046
12, 0.034500, 1.002614
41, 0.067500, 1.133679
20, 0.120000, 1.051017
88, 0.181500, nan
9, 0.089500, 1.005059
61, 0.060500, 1.234746
80, 0.019000, 1.046901
47, 0.045000, 1.055045
8, 0.001500, 1.001962
39, 0.045500, 1.041108
95, 0.010500, 1.054576
40, 0.007500, 1.020253
64, 0.048500, 1.113889
46, 0.001500, 1.025616
22, 0.160500, 1.074527
91, 0.052000, 1.231190
80, 0.167500, 1.537930
18, 0.090000, 1.031126
86, 0.075500, 1.173722
71, 0.081000, 1.166916
9, 0.105500, 1.007313
15, 0.196500, 1.052724
9, 0.182500, 1.017332
75, 0.034500, 1.068856
13, 0.032500, 1.003343
32, 0.067000, 1.078935
14, 0.059000, 1.007271
79, 0.148500, 1.391327
6, 0.012500, 0.999764
46, 0.082500, 1.141900
88, 0.128500, 1.235918
95, 0.087500, 1.164650
30, 0.014000, 1.012606
6, 0.034000, 0.999590
43, 0.093500, 1.123000
73, 0.054500, 1.202513
32, 0.034000, 1.016407
50, 0.110500, 1.142287
22, 0.188500, 1.096896
85, 0.181500, 1.591344
12, 0.118500, 1.018831
68, 0.049000, 1.130753
25, 0.002000, 1.010652
19, 0.001000, 1.008574
8, 0.095500, 1.004827
39, 0.084000, 1.118013
97, 0.157000, 1.577228
34, 0.078000, 1.102643
19, 0.019500, 1.007201
17, 0.045000, 1.006050
77, 0.004000, 1.045349
64, 0.150000, 1.214010
12, 0.081500, 1.010384
74, 0.120000, 1.175217
4, 0.076500, 0.999226
59, 0.019000, 1.031936
31, 0.105500, 1.088651
99, 0.169000, nan
94, 0.103500, 1.187903
48, 0.064500, 1.174008
32, 0.032500, 1.015541
60, 0.161500, 1.231186
41, 0.125500, 1.129083
27, 0.087500, 1.070637
79, 0.032000, 1.067228
87, 0.026000, 1.062198
43, 0.187000, 1.245625
77, 0.084500, 1.164538
89, 0.123500, 1.216717
44, 0.032500, 1.027993
54, 0.010000, 1.029244
65, 0.139500, 1.193049
68, 0.066500, 1.268278
74, 0.044000, 1.110430
12, 0.030000, 1.002697
31, 0.021000, 1.012704
51, 0.195000, 1.457666
55, 0.066000, 1.216251
91, 0.151000, nan
73, 0.059500, 1.289617
99, 0.102000, 1.222460
7, 0.177500, 1.010276
74, 0.118000, 1.174306
84, 0.115500, 1.218083
96, 0.109500, 1.197216
70, 0.133000, 1.227149
99, 0.117500, nan
78, 0.026000, 1.052921
66, 0.155500, 1.258554
40, 0.189500, 1.235117
91, 0.016000, 1.052462
15, 0.164500, 1.041341
78, 0.029000, 1.058426
11, 0.151500, 1.019043
56, 0.008000, 1.030675
