SVD_10_true,    0.978037,     1.00468
SVD_10_false,   1.007585,     1.04450
SVD_10_bias,    1.024800,     1.06404
BRSGD_195_.05,  0.864551,     1.12038
BRSGD_100_.005, 0,            1.05850
RSGD_95_.005,   0.937674,     1.06652
