6, 0.018000, 0.999881
3, 0.011500, 0.998532
20, 0.011000, 1.008720
6, 0.001500, 1.000080
5, 0.003000, 0.999710
16, 0.017000, 1.006042
19, 0.016500, 1.007317
3, 0.008000, 0.998537
10, 0.004000, 1.002290
9, 0.014000, 1.001983
23, 0.006500, 1.011264
27, 0.010000, 1.011756
9, 0.005500, 1.002173
7, 0.008000, 1.001230
30, 0.018000, 1.011888
5, 0.004500, 0.999707
11, 0.013000, 1.002860
15, 0.017000, 1.004711
31, 0.010500, 1.013922
16, 0.009500, 1.006514
13, 0.002500, 1.004797
31, 0.007500, 1.014157
29, 0.000500, 1.014354
23, 0.010500, 1.010577
27, 0.001500, 1.012691
4, 0.018500, 0.998966
5, 0.004000, 0.999540
32, 0.000500, 1.016501
9, 0.014000, 1.001980
33, 0.006000, 1.016221
18, 0.019000, 1.006317
15, 0.010500, 1.005346
30, 0.010000, 1.013038
31, 0.001000, 1.015275
12, 0.012000, 1.003488
32, 0.016000, 1.014071
18, 0.009500, 1.007515
17, 0.007000, 1.006292
20, 0.016000, 1.007991
11, 0.007500, 1.003246
25, 0.006000, 1.010565
20, 0.007000, 1.009003
17, 0.013000, 1.005622
11, 0.006000, 1.003061
19, 0.017500, 1.007135
7, 0.015000, 1.001191
30, 0.012500, 1.012874
30, 0.015500, 1.012444
13, 0.010500, 1.004402
28, 0.013500, 1.011746
31, 0.017500, 1.012890
9, 0.009500, 1.001998
18, 0.000500, 1.008046
20, 0.018000, 1.007961
22, 0.009500, 1.009319
33, 0.016000, 1.014516
10, 0.009500, 1.002355
16, 0.010500, 1.006514
4, 0.019000, 0.999027
5, 0.003000, 0.999552
3, 0.004500, 0.998511
24, 0.013500, 1.009874
23, 0.002000, 1.011320
23, 0.013500, 1.010307
4, 0.019000, 0.998928
13, 0.011500, 1.004436
31, 0.009000, 1.014134
15, 0.005500, 1.005609
27, 0.002000, 1.012739
27, 0.003500, 1.012931
32, 0.006000, 1.015900
3, 0.015500, 0.998385
26, 0.006500, 1.012708
32, 0.008500, 1.015558
25, 0.015500, 1.009126
27, 0.007500, 1.012161
6, 0.013500, 0.999772
30, 0.018000, 1.011763
10, 0.003500, 1.002449
28, 0.018500, 1.011015
30, 0.019000, 1.011716
7, 0.011500, 1.001221
31, 0.018500, 1.012740
19, 0.012000, 1.007816
8, 0.009000, 1.001992
12, 0.018500, 1.003294
18, 0.011000, 1.007240
24, 0.014000, 1.009685
13, 0.017500, 1.003963
17, 0.006500, 1.006195
17, 0.006500, 1.006464
9, 0.010000, 1.002091
12, 0.012000, 1.003595
34, 0.008000, 1.016638
13, 0.012500, 1.004382
18, 0.007000, 1.007605
10, 0.003500, 1.002360
6, 0.001000, 0.999939
23, 0.009500, 1.010785
34, 0.014500, 1.015995
15, 0.017000, 1.004693
20, 0.018500, 1.007696
10, 0.002500, 1.002598
17, 0.014000, 1.005745
23, 0.017500, 1.010012
22, 0.016500, 1.008377
11, 0.011000, 1.002990
27, 0.017000, 1.010772
19, 0.003000, 1.008469
19, 0.015000, 1.007525
20, 0.018500, 1.007678
32, 0.012500, 1.014649
6, 0.014500, 0.999611
13, 0.001000, 1.004746
20, 0.002000, 1.009677
19, 0.011000, 1.007848
15, 0.001500, 1.005817
25, 0.012000, 1.009593
19, 0.006500, 1.008228
7, 0.005500, 1.001376
21, 0.009000, 1.009183
26, 0.016500, 1.011307
25, 0.014000, 1.009335
19, 0.017500, 1.007397
26, 0.015000, 1.011527
18, 0.006500, 1.007390
16, 0.014500, 1.006344
10, 0.015000, 1.002245
24, 0.007500, 1.010783
5, 0.007500, 0.999654
21, 0.017500, 1.008478
17, 0.012500, 1.005894
31, 0.000500, 1.015124
4, 0.008000, 0.999085
7, 0.018000, 1.001145
9, 0.011500, 1.002235
5, 0.007500, 0.999711
34, 0.015000, 1.015625
22, 0.009500, 1.009315
26, 0.019000, 1.010780
11, 0.013500, 1.002677
18, 0.015000, 1.006649
7, 0.014500, 1.001050
7, 0.003500, 1.001494
7, 0.005000, 1.001313
23, 0.008500, 1.010779
20, 0.019000, 1.007477
27, 0.007000, 1.011953
11, 0.001000, 1.003265
32, 0.018000, 1.013952
30, 0.019000, 1.011872
15, 0.012500, 1.005146
18, 0.014000, 1.006637
4, 0.011500, 0.999077
13, 0.003500, 1.004854
25, 0.015000, 1.009117
15, 0.008000, 1.005466
15, 0.015500, 1.004773
11, 0.013500, 1.002820
16, 0.010000, 1.006573
25, 0.017000, 1.009113
29, 0.006000, 1.013556
30, 0.004000, 1.013989
22, 0.015500, 1.008585
20, 0.010000, 1.008929
19, 0.005500, 1.008127
33, 0.001000, 1.016950
11, 0.005000, 1.003250
4, 0.011500, 0.998964
14, 0.006500, 1.005155
11, 0.018000, 1.002610
33, 0.002000, 1.017051
9, 0.006500, 1.002351
29, 0.015500, 1.012503
8, 0.017000, 1.001515
22, 0.014500, 1.008633
18, 0.013000, 1.006913
10, 0.004000, 1.002509
16, 0.002000, 1.007329
27, 0.015000, 1.010870
15, 0.010000, 1.005638
20, 0.007500, 1.009215
27, 0.009500, 1.011592
25, 0.013000, 1.009471
21, 0.003000, 1.010034
9, 0.011000, 1.002120
10, 0.009000, 1.002341
16, 0.007500, 1.006526
29, 0.015000, 1.012412
3, 0.010500, 0.998508
9, 0.014000, 1.002158
31, 0.015500, 1.013306
9, 0.004000, 1.002332
6, 0.011000, 0.999746
10, 0.004500, 1.002289
3, 0.015500, 0.998395
