4, True, 1.069398
9, False, 1.006697
14, False, 1.006644
14, False, 1.006644
11, False, 1.006403
21, False, 1.007026
8, True, 1.067581
17, True, 1.071142
4, True, 1.069398
25, False, 1.007825
17, True, 1.071142
8, False, 1.006596
28, True, 1.075188
6, False, 1.008340
8, True, 1.067581
16, True, 1.070678
23, True, 1.073398
29, True, 1.075543
9, False, 1.006697
8, True, 1.067581
15, True, 1.070071
24, True, 1.073682
8, True, 1.067581
14, True, 1.069485
23, True, 1.073398
23, False, 1.007305
20, True, 1.072241
4, False, 1.009532
23, False, 1.007305
22, False, 1.007261
29, True, 1.075543
20, False, 1.006906
12, True, 1.067846
17, True, 1.071142
28, True, 1.075188
11, True, 1.067531
20, True, 1.072241
11, False, 1.006403
29, False, 1.008254
24, False, 1.007483
22, True, 1.073003
18, True, 1.071620
26, False, 1.007956
17, False, 1.006648
19, True, 1.071916
29, False, 1.008254
13, True, 1.068604
13, True, 1.068604
23, False, 1.007305
23, True, 1.073398
7, False, 1.007054
16, False, 1.006620
14, True, 1.069485
21, True, 1.072472
25, False, 1.007825
23, False, 1.007305
17, False, 1.006648
7, False, 1.007054
17, True, 1.071142
20, False, 1.006906
28, False, 1.008205
3, False, 1.010408
4, False, 1.009532
17, True, 1.071142
7, True, 1.067525
26, False, 1.007956
11, True, 1.067531
23, True, 1.073398
20, True, 1.072241
10, False, 1.006488
22, True, 1.073003
18, False, 1.006632
11, False, 1.006403
3, True, 1.069269
11, False, 1.006403
22, True, 1.073003
18, False, 1.006632
6, False, 1.008340
25, False, 1.007825
19, False, 1.006643
6, True, 1.067615
9, True, 1.067318
5, False, 1.009144
8, True, 1.067581
25, True, 1.074078
17, True, 1.071142
23, True, 1.073398
3, False, 1.010408
20, True, 1.072241
14, False, 1.006644
29, True, 1.075543
11, True, 1.067531
16, False, 1.006620
16, False, 1.006620
15, True, 1.070071
19, True, 1.071916
14, True, 1.069485
26, True, 1.074394
28, True, 1.075188
24, True, 1.073682
26, True, 1.074394
20, False, 1.006906
17, False, 1.006648
17, True, 1.071142
25, False, 1.007825
22, False, 1.007261
15, False, 1.006504
4, True, 1.069398
18, True, 1.071620
6, False, 1.008340
26, False, 1.007956
23, True, 1.073398
8, True, 1.067581
5, True, 1.068575
6, True, 1.067615
4, True, 1.069398
18, True, 1.071620
17, False, 1.006648
12, True, 1.067846
21, True, 1.072472
8, False, 1.006596
25, True, 1.074078
23, False, 1.007305
25, False, 1.007825
12, True, 1.067846
3, True, 1.069269
26, False, 1.007956
13, True, 1.068604
22, True, 1.073003
12, False, 1.006233
23, False, 1.007305
8, False, 1.006596
15, True, 1.070071
22, False, 1.007261
22, False, 1.007261
16, False, 1.006620
26, False, 1.007956
13, False, 1.006413
29, True, 1.075543
14, True, 1.069485
21, False, 1.007026
19, False, 1.006643
27, False, 1.008092
13, False, 1.006413
9, True, 1.067318
5, False, 1.009144
21, False, 1.007026
19, False, 1.006643
20, False, 1.006906
18, False, 1.006632
17, True, 1.071142
10, True, 1.067092
24, True, 1.073682
4, False, 1.009532
12, True, 1.067846
25, False, 1.007825
21, True, 1.072472
16, False, 1.006620
13, False, 1.006413
13, False, 1.006413
13, False, 1.006413
6, False, 1.008340
22, True, 1.073003
20, False, 1.006906
6, True, 1.067615
26, False, 1.007956
20, False, 1.006906
20, True, 1.072241
15, True, 1.070071
5, True, 1.068575
9, True, 1.067318
28, False, 1.008205
3, True, 1.069269
19, True, 1.071916
27, True, 1.074752
16, True, 1.070678
27, True, 1.074752
15, True, 1.070071
24, True, 1.073682
6, False, 1.008340
29, False, 1.008254
5, False, 1.009144
21, True, 1.072472
8, False, 1.006596
6, False, 1.008340
12, False, 1.006233
27, True, 1.074752
6, False, 1.008340
5, True, 1.068575
10, True, 1.067092
19, True, 1.071916
8, False, 1.006596
20, False, 1.006906
6, False, 1.008340
15, True, 1.070071
25, True, 1.074078
5, True, 1.068575
13, False, 1.006413
19, True, 1.071916
29, True, 1.075543
